Segment,State,Category,SubCategory,Sales,Quantity,Discount,Profit,Shipping Cost
Home Office,California,Furniture,Chairs,544.008,3,0.2,40.8006,134.39
Corporate,California,Furniture,Chairs,700.152,3,0.2,78.7671,134.37
Consumer,California,Furniture,Tables,2003.52,6,0.2,-325.572,134.32
Home Office,New Jersey,Office Supplies,Storage,2591.56,4,0,621.9744,133.79
Consumer,Ohio,Furniture,Chairs,909.72,6,0.3,-51.984,133.2
Home Office,New York,Furniture,Chairs,767.214,14,0.1,161.9674,132.91
Consumer,Indiana,Furniture,Chairs,1516.2,7,0,394.212,132.78
Corporate,California,Technology,Phones,623.96,5,0.2,38.9975,132.64
Corporate,Massachusetts,Office Supplies,Appliances,1737.18,6,0,503.7822,131.71
Corporate,Texas,Furniture,Bookcases,1227.9984,6,0.32,-36.1176,131.64
Consumer,California,Furniture,Chairs,603.92,5,0.2,-67.941,131.5
Consumer,New York,Office Supplies,Binders,2152.776,3,0.2,726.5619,131.42
Corporate,North Carolina,Furniture,Tables,523.764,3,0.4,-192.0468,131.23
Consumer,Arizona,Technology,Phones,1879.96,5,0.2,211.4955,131.22
Home Office,Pennsylvania,Furniture,Tables,815.292,9,0.4,-339.705,130.94
Consumer,California,Technology,Machines,1919.976,3,0.2,215.9973,130.61
Consumer,Pennsylvania,Office Supplies,Binders,631.176,4,0.7,-462.8624,130.32
Corporate,Michigan,Furniture,Chairs,1106.91,9,0,121.7601,129.93
Corporate,Illinois,Office Supplies,Binders,1889.99,5,0.8,-2929.4845,129.51
Consumer,California,Furniture,Chairs,1013.488,7,0.2,76.0116,129.27
Consumer,Oregon,Furniture,Chairs,1487.04,5,0.2,148.704,129.1
Consumer,California,Furniture,Chairs,1121.568,2,0.2,0,128.48
Home Office,Nevada,Technology,Phones,475.944,7,0.2,59.493,128.31
Consumer,Texas,Furniture,Tables,744.1,5,0.3,-95.67,128.29
Consumer,Ohio,Technology,Phones,1022.97,5,0.4,-255.7425,128.09
Consumer,Michigan,Office Supplies,Binders,895.92,4,0,421.0824,127.4
Consumer,New York,Office Supplies,Storage,1591.02,6,0,286.3836,127.26
Consumer,Tennessee,Office Supplies,Binders,1598.058,7,0.7,-1065.372,127.2
Home Office,California,Office Supplies,Storage,1575.14,7,0,204.7682,127.15
Home Office,North Carolina,Office Supplies,Binders,1633.188,4,0.7,-1306.5504,127.1
Consumer,New York,Furniture,Chairs,631.782,2,0.1,140.396,126.98
Consumer,California,Furniture,Bookcases,917.9235,9,0.15,75.5937,126.97
Consumer,Kentucky,Furniture,Tables,842.94,3,0,160.1586,126.79
Corporate,Washington,Office Supplies,Binders,2033.584,2,0.2,762.594,126.65
Consumer,South Carolina,Furniture,Chairs,1690.04,4,0,422.51,126.03
Home Office,New York,Furniture,Chairs,589.41,5,0.1,-6.549,125.19
Home Office,Oklahoma,Technology,Phones,821.94,6,0,213.7044,125.04
Consumer,Illinois,Technology,Phones,537.544,7,0.2,53.7544,124.92
Consumer,Indiana,Technology,Accessories,393.54,3,0,165.2868,124.78
Corporate,New York,Technology,Phones,1979.89,11,0,494.9725,124.56
Home Office,New York,Furniture,Chairs,1242.9,5,0.1,262.39,124.14
Corporate,New York,Technology,Phones,464,5,0,134.56,123.97
Home Office,Texas,Technology,Phones,1415.76,6,0.2,88.485,123.82
Home Office,Colorado,Furniture,Chairs,1325.76,6,0.2,149.148,123.77
Corporate,Virginia,Furniture,Tables,2275.5,10,0,386.835,123.34
Corporate,Texas,Furniture,Chairs,674.058,3,0.3,-19.2588,123.32
Consumer,Massachusetts,Furniture,Bookcases,782.94,3,0,203.5644,123.26
Consumer,California,Furniture,Tables,902.712,3,0.2,33.8517,123.06
Consumer,Florida,Technology,Copiers,479.984,2,0.2,89.997,122.9
Consumer,New York,Furniture,Bookcases,2003.92,5,0.2,-25.049,122.58
Consumer,New York,Furniture,Bookcases,883.92,5,0.2,-110.49,122.33
Corporate,Washington,Office Supplies,Storage,1117.92,4,0,55.896,122.23
Consumer,Ohio,Technology,Phones,485.94,2,0.4,-89.089,122.2
Consumer,New York,Office Supplies,Appliances,601.3,2,0,198.429,122.09
Consumer,New York,Technology,Phones,773.94,6,0,224.4426,121.91
Corporate,South Carolina,Furniture,Furnishings,397.6,5,0,43.736,121.91
Consumer,Washington,Office Supplies,Storage,1003.62,6,0,0,121.83
Consumer,Oklahoma,Furniture,Chairs,1323.9,5,0,383.931,121.4
Home Office,Montana,Technology,Copiers,2999.95,5,0,1379.977,121.36
Consumer,New York,Technology,Phones,631.96,4,0,303.3408,121.21
Corporate,California,Office Supplies,Paper,733.95,7,0,352.296,121.19
Home Office,Minnesota,Office Supplies,Appliances,1503.25,5,0,496.0725,120.84
Home Office,Colorado,Technology,Machines,2549.985,5,0.7,-3399.98,120.31
Home Office,Georgia,Technology,Phones,484.83,3,0,126.0558,120.28
Corporate,Minnesota,Technology,Accessories,655.9,5,0,275.478,120.28
Corporate,Ohio,Furniture,Chairs,760.116,6,0.3,-43.4352,119.73
Consumer,Texas,Furniture,Bookcases,1352.3976,9,0.32,-437.5404,119.72
Consumer,Pennsylvania,Furniture,Chairs,887.271,3,0.3,-63.3765,118.98
Home Office,Virginia,Furniture,Tables,455.1,2,0,100.122,118.88
Consumer,California,Technology,Phones,503.96,5,0.2,50.396,118.63
Consumer,Illinois,Technology,Phones,1439.968,4,0.2,143.9968,118.3
Consumer,Virginia,Technology,Phones,1871.88,12,0,561.564,117.95
Home Office,Michigan,Technology,Phones,1199.8,4,0,323.946,117.82
Consumer,Wisconsin,Technology,Accessories,1649.75,5,0,544.4175,117.65
Consumer,Michigan,Office Supplies,Appliances,644.076,2,0.1,107.346,117.33
Home Office,Arizona,Technology,Phones,671.984,2,0.2,50.3988,116.77
Consumer,California,Furniture,Chairs,363.92,5,0.2,-31.843,116.69
Consumer,Kentucky,Office Supplies,Storage,348.56,8,0,104.568,116.69
Consumer,California,Technology,Accessories,1115.91,9,0,200.8638,116.46
Consumer,Oregon,Technology,Phones,572.8,2,0.2,50.12,116.14
Consumer,Minnesota,Furniture,Chairs,2567.84,8,0,770.352,116.03
Corporate,Connecticut,Furniture,Chairs,1133.35,5,0,294.671,115.77
Consumer,California,Furniture,Chairs,381.44,2,0.2,23.84,115.76
Consumer,New York,Furniture,Tables,464.292,9,0.4,-108.3348,115.24
Corporate,Washington,Furniture,Chairs,569.568,2,0.2,7.1196,115.19
Consumer,California,Office Supplies,Appliances,1447.65,5,0,419.8185,114.8
Consumer,New York,Technology,Phones,1799.75,5,0,539.925,114.77
Corporate,Tennessee,Technology,Phones,2239.936,8,0.2,223.9936,114.65
Corporate,Arizona,Technology,Phones,380.864,8,0.2,38.0864,114.36
Home Office,Iowa,Furniture,Chairs,1408.1,10,0,394.268,113.71
Corporate,California,Office Supplies,Appliances,715.64,2,0,178.91,113.49
Consumer,North Carolina,Furniture,Tables,1781.682,7,0.4,-653.2834,113.45
Corporate,Texas,Office Supplies,Storage,772.68,5,0.2,-57.951,113.03
Corporate,California,Furniture,Chairs,892.224,3,0.2,89.2224,112.94
Home Office,Ohio,Technology,Phones,445.44,8,0.4,-81.664,112.65
Consumer,Texas,Technology,Machines,998.85,5,0.4,-199.77,112.39
Consumer,Arkansas,Technology,Phones,881.93,7,0,229.3018,112.32
Home Office,California,Technology,Phones,627.168,4,0.2,70.5564,112.2
Consumer,Maryland,Furniture,Furnishings,971.5,5,0,252.59,111.76
Consumer,Ohio,Technology,Phones,1502.376,4,0.4,-250.396,110.8
Home Office,Illinois,Furniture,Tables,796.425,7,0.5,-525.6405,110.67
Consumer,Illinois,Furniture,Chairs,602.651,7,0.3,-163.5767,110.27
Corporate,California,Technology,Accessories,1649.95,5,0,659.98,110.23
Consumer,Washington,Furniture,Chairs,975.92,5,0.2,121.99,109.81
Home Office,Wyoming,Furniture,Chairs,1603.136,4,0.2,100.196,109.67
Home Office,California,Furniture,Tables,674.352,3,0.2,-8.4294,109.32
Consumer,Pennsylvania,Furniture,Tables,1252.704,8,0.4,-480.2032,109.3
Consumer,Texas,Furniture,Tables,913.43,5,0.3,-169.637,108.98
Consumer,Iowa,Furniture,Tables,1184.72,4,0,106.6248,108.8
Consumer,Texas,Technology,Phones,719.96,5,0.2,53.997,107.79
Consumer,California,Office Supplies,Appliances,1702.12,14,0,510.636,107.69
Consumer,Kentucky,Furniture,Chairs,866.4,4,0,225.264,107.39
Home Office,Georgia,Office Supplies,Binders,1270.99,1,0,635.495,107.34
Corporate,California,Furniture,Chairs,1352.032,4,0.2,84.502,106.98
Consumer,Texas,Furniture,Tables,307.314,3,0.3,-39.5118,106.95
Corporate,California,Technology,Phones,333.576,3,0.2,33.3576,106.89
Corporate,California,Furniture,Chairs,215.976,3,0.2,-2.6997,106.81
Consumer,California,Office Supplies,Appliances,406.6,5,0,113.848,106.72
Home Office,Kentucky,Technology,Phones,671.93,7,0,188.1404,106.65
Consumer,California,Technology,Phones,707.88,3,0.2,44.2425,106.23
Consumer,California,Office Supplies,Storage,720.76,4,0,187.3976,105.59
Home Office,New York,Office Supplies,Storage,1117.92,4,0,55.896,105.31
Consumer,Ohio,Furniture,Chairs,1537.074,9,0.3,0,105.11
Consumer,California,Technology,Accessories,339.96,4,0,122.3856,105.11
Consumer,New Mexico,Furniture,Furnishings,545.85,9,0,114.6285,105.04
Consumer,Washington,Furniture,Chairs,614.272,8,0.2,-23.0352,104.98
Corporate,Arizona,Office Supplies,Art,1113.024,8,0.2,111.3024,104.67
Consumer,New York,Furniture,Chairs,542.646,3,0.1,102.4998,104.67
Corporate,Texas,Furniture,Chairs,1024.716,6,0.3,-29.2776,104.57
Corporate,New York,Office Supplies,Appliances,706.86,7,0,197.9208,104.38
Corporate,Virginia,Furniture,Tables,872.94,3,0,157.1292,104.25
Consumer,Washington,Technology,Accessories,447.93,9,0,49.2723,104.24
Consumer,California,Furniture,Tables,568.728,3,0.2,28.4364,104.24
Corporate,Texas,Technology,Machines,1439.982,3,0.4,-263.9967,103.62
Consumer,Colorado,Furniture,Chairs,579.136,4,0.2,-28.9568,103.4
Home Office,Missouri,Office Supplies,Storage,838.38,2,0,226.3626,103.4
Corporate,Ohio,Furniture,Tables,1048.35,5,0.4,-69.89,103.37
Consumer,New York,Office Supplies,Storage,991.2,6,0,257.712,103.01
Consumer,Ohio,Furniture,Chairs,1474.802,7,0.3,-21.0686,103.01
Home Office,Tennessee,Furniture,Tables,2314.116,7,0.4,-1002.7836,102.98
Corporate,New York,Office Supplies,Binders,931.176,3,0.2,314.2719,102.88
Consumer,California,Furniture,Chairs,323.136,4,0.2,20.196,102.77
Home Office,Michigan,Office Supplies,Binders,3812.97,3,0,1906.485,102.76
Corporate,Ohio,Furniture,Chairs,598.458,3,0.3,-42.747,102.23
Corporate,Wisconsin,Furniture,Bookcases,1565.88,6,0,407.1288,102.06
Consumer,Colorado,Office Supplies,Supplies,1332.496,2,0.2,-299.8116,101.95
Home Office,New York,Technology,Accessories,559.93,7,0,167.979,101.52
Home Office,Florida,Furniture,Chairs,1166.92,5,0.2,131.2785,101.5
Home Office,Texas,Furniture,Bookcases,383.4656,4,0.32,-67.6704,101.49
Home Office,Florida,Furniture,Chairs,683.952,3,0.2,42.747,101.22
Corporate,Michigan,Office Supplies,Storage,418.32,7,0,117.1296,101.22
Home Office,Rhode Island,Office Supplies,Storage,2079.4,5,0,582.232,101.18
Corporate,New York,Furniture,Tables,1579.746,7,0.4,-447.5947,101.14
Home Office,Illinois,Furniture,Bookcases,359.058,3,0.3,-35.9058,101.13
Consumer,California,Technology,Copiers,479.984,2,0.2,59.998,100.8
Consumer,Washington,Furniture,Tables,1747.25,5,0,629.01,100.39
Consumer,Florida,Technology,Accessories,383.976,3,0.2,81.5949,100.22
Home Office,California,Office Supplies,Appliances,1640.7,5,0,459.396,99.85
Corporate,Massachusetts,Furniture,Chairs,785.88,6,0,212.1876,99.81
Consumer,California,Technology,Phones,862.344,7,0.2,97.0137,99.72
Consumer,Mississippi,Furniture,Tables,2430.08,8,0,388.8128,99.52
Corporate,California,Furniture,Bookcases,305.9745,3,0.15,25.1979,99.3
Consumer,New York,Technology,Phones,629.95,5,0,157.4875,99.27
Consumer,Pennsylvania,Technology,Accessories,527.92,2,0.2,85.787,99.25
Corporate,New Jersey,Office Supplies,Storage,1082.48,8,0,10.8248,99.2
Consumer,Illinois,Office Supplies,Storage,646.2,5,0.2,-8.0775,99.18
Consumer,California,Furniture,Chairs,1325.76,6,0.2,149.148,99.18
Home Office,New Hampshire,Technology,Phones,824.95,5,0,247.485,99.1
Corporate,North Carolina,Technology,Phones,1359.96,5,0.2,118.9965,99.05
Consumer,Texas,Furniture,Bookcases,409.9992,3,0.32,-96.4704,98.77
Consumer,Texas,Office Supplies,Storage,670.752,3,0.2,-125.766,98.65
Corporate,California,Furniture,Tables,1293.488,7,0.2,80.843,98.52
Consumer,Maryland,Furniture,Chairs,908.82,9,0,227.205,98.48
Home Office,Washington,Furniture,Tables,1137.75,5,0,250.305,98.35
Corporate,Texas,Furniture,Tables,718.116,6,0.3,-71.8116,98.21
Corporate,Washington,Technology,Accessories,1099.5,10,0,362.835,98.09
Corporate,Massachusetts,Office Supplies,Storage,1325.85,5,0,238.653,97.93
Corporate,Ohio,Furniture,Chairs,611.058,3,0.3,-34.9176,97.76
Home Office,California,Furniture,Chairs,454.272,8,0.2,-73.8192,97.65
Consumer,Virginia,Furniture,Tables,1056.86,7,0,158.529,97.45
Corporate,Vermont,Office Supplies,Storage,1564.29,13,0,406.7154,97
Consumer,Massachusetts,Office Supplies,Appliances,901.95,3,0,297.6435,96.75
Home Office,Oregon,Furniture,Chairs,403.92,5,0.2,25.245,96.72
Consumer,Washington,Furniture,Chairs,435.168,4,0.2,-59.8356,96.26
Corporate,California,Furniture,Chairs,801.568,2,0.2,50.098,96.14
Consumer,Texas,Technology,Phones,971.88,3,0.2,109.3365,95.63
Corporate,California,Technology,Machines,767.952,6,0.2,287.982,95.36
Home Office,California,Technology,Phones,818.376,3,0.2,51.1485,95.35
Home Office,New York,Office Supplies,Paper,419.4,4,0,201.312,95.29
Corporate,Virginia,Technology,Phones,617.97,3,0,173.0316,95.28
Consumer,Missouri,Office Supplies,Appliances,839.43,3,0,218.2518,95.19
Corporate,New York,Furniture,Chairs,977.292,6,0.1,173.7408,95.11
Home Office,Missouri,Office Supplies,Binders,1577.94,3,0,757.4112,95.11
Corporate,Kentucky,Technology,Phones,587.97,3,0,164.6316,95
Consumer,Ohio,Office Supplies,Appliances,646.272,8,0.2,64.6272,94.81
Home Office,Texas,Technology,Phones,251.944,7,0.2,88.1804,94.8
Consumer,Texas,Furniture,Tables,863.128,8,0.3,-160.2952,94.65
Consumer,Mississippi,Technology,Accessories,479.97,3,0,163.1898,94.49
Consumer,Ohio,Office Supplies,Storage,295.4,5,0.2,-62.7725,94.45
Consumer,California,Furniture,Chairs,717.72,3,0.2,71.772,94.34
Consumer,California,Technology,Phones,806.336,8,0.2,50.396,94.31
Corporate,Pennsylvania,Technology,Machines,449.1,3,0.7,-643.71,94.26
Consumer,Ohio,Technology,Accessories,431.976,3,0.2,-75.5958,94.08
Corporate,Pennsylvania,Furniture,Chairs,386.68,2,0.3,-5.524,94.07
Home Office,Texas,Office Supplies,Storage,727.296,8,0.2,-172.7328,93.94
Home Office,California,Office Supplies,Storage,1856.19,7,0,334.1142,93.9
Corporate,California,Furniture,Bookcases,616.998,6,0.15,-36.294,93.48
Corporate,Florida,Technology,Phones,575.92,2,0.2,71.99,93.1
Corporate,Washington,Technology,Accessories,843.9,2,0,371.316,92.93
Home Office,New York,Technology,Machines,2321.9,2,0,1114.512,92.2
Corporate,California,Office Supplies,Storage,359.32,4,0,7.1864,92.1
Consumer,California,Office Supplies,Binders,398.352,3,0.2,124.485,92.05
Consumer,Florida,Office Supplies,Storage,1801.632,6,0.2,-337.806,91.97
Consumer,Texas,Technology,Phones,823.96,5,0.2,51.4975,91.82
Corporate,Florida,Technology,Accessories,717.12,9,0.2,152.388,91.69
Consumer,Tennessee,Furniture,Tables,370.62,3,0.4,-142.071,91.58
Consumer,Maryland,Office Supplies,Binders,2541.98,2,0,1270.99,91.36
Consumer,California,Technology,Machines,558.4,2,0.2,41.88,90.97
Corporate,California,Furniture,Tables,698.352,3,0.2,-17.4588,90.81
Home Office,Illinois,Office Supplies,Storage,505.32,3,0.2,31.5825,90.78
Consumer,California,Furniture,Chairs,603.92,5,0.2,45.294,90.61
Consumer,Washington,Office Supplies,Binders,2060.744,7,0.2,643.9825,90.47
Home Office,California,Technology,Accessories,371.97,3,0,66.9546,90.18
Corporate,Delaware,Furniture,Bookcases,1025.88,6,0,235.9524,90.12
Corporate,California,Office Supplies,Storage,344.91,3,0,10.3473,89.84
Consumer,North Carolina,Furniture,Furnishings,335.744,2,0.2,25.1808,89.81
Corporate,New York,Furniture,Chairs,887.103,7,0.1,177.4206,89.69
Consumer,New Jersey,Office Supplies,Binders,315.98,1,0,148.5106,89.66
Consumer,California,Technology,Copiers,1199.976,3,0.2,434.9913,89.43
Home Office,California,Technology,Machines,1279.968,4,0.2,415.9896,89.41
Consumer,Delaware,Furniture,Chairs,1268.82,9,0,266.4522,89.3
Corporate,Ohio,Technology,Copiers,899.982,3,0.4,74.9985,89.3
Corporate,Florida,Office Supplies,Supplies,961.48,5,0.2,-204.3145,89.23
Consumer,Pennsylvania,Technology,Phones,494.982,3,0.4,-115.4958,89.14
Corporate,Maryland,Technology,Phones,1259.93,7,0,327.5818,89.06
Consumer,New York,Office Supplies,Binders,588.784,2,0.2,183.995,89
Corporate,Michigan,Furniture,Tables,1568.61,9,0,329.4081,88.88
Corporate,New Jersey,Furniture,Chairs,512.96,4,0,143.6288,88.83
Corporate,Washington,Office Supplies,Binders,895.92,5,0.2,302.373,88.77
Consumer,California,Technology,Phones,1432,5,0.2,125.3,88.7
Corporate,Texas,Furniture,Chairs,528.43,5,0.3,0,88.68
Consumer,California,Furniture,Bookcases,1336.829,13,0.15,31.4548,88.47
Consumer,Arizona,Technology,Accessories,479.04,10,0.2,-29.94,88.46
Home Office,New York,Technology,Phones,347.97,3,0,100.9113,88.39
Consumer,Illinois,Furniture,Chairs,520.464,2,0.3,-14.8704,88.39
Home Office,Pennsylvania,Technology,Phones,748.752,8,0.4,-162.2296,88.38
Consumer,Pennsylvania,Office Supplies,Appliances,434.352,3,0.2,43.4352,88.32
Consumer,Pennsylvania,Furniture,Chairs,853.93,5,0.3,0,88.3
Corporate,Ohio,Technology,Phones,370.782,3,0.4,-92.6955,88.12
Home Office,Kentucky,Office Supplies,Binders,609.98,2,0,274.491,88.07
Consumer,Pennsylvania,Technology,Phones,494.376,4,0.4,-115.3544,87.88
Corporate,Tennessee,Furniture,Furnishings,692.472,11,0.2,190.4298,87.68
Home Office,Minnesota,Office Supplies,Appliances,715.64,2,0,178.91,87.58
Consumer,Washington,Technology,Machines,1039.992,1,0.2,103.9992,87.56
Home Office,California,Technology,Phones,1212.848,7,0.2,106.1242,87.46
Home Office,Washington,Technology,Phones,1091.168,4,0.2,68.198,87.44
Corporate,Pennsylvania,Technology,Accessories,1319.8,5,0.2,214.4675,87.36
Consumer,New York,Furniture,Bookcases,4007.84,10,0.2,-50.098,87.33
Corporate,Colorado,Furniture,Chairs,230.352,3,0.2,20.1558,87.27
Consumer,Michigan,Furniture,Chairs,546.66,9,0,136.665,86.97
Home Office,California,Technology,Phones,575.928,9,0.2,57.5928,86.95
Corporate,North Carolina,Furniture,Tables,630.024,4,0.4,-199.5076,86.69
Corporate,New York,Office Supplies,Storage,1085.42,7,0,282.2092,86.51
Corporate,Rhode Island,Office Supplies,Supplies,695.16,6,0,34.758,86.2
Home Office,Michigan,Office Supplies,Appliances,850.5,5,0.1,245.7,86.12
Home Office,California,Office Supplies,Storage,452.55,7,0,22.6275,86.11
Corporate,California,Technology,Phones,1075.088,14,0.2,94.0702,85.97
Consumer,New York,Office Supplies,Storage,1676.88,6,0,83.844,85.79
Consumer,Tennessee,Office Supplies,Storage,720.064,4,0.2,-63.0056,85.77
Consumer,Arkansas,Furniture,Chairs,1067.94,3,0,224.2674,85.72
Corporate,Colorado,Furniture,Chairs,801.568,2,0.2,50.098,85.46
Consumer,Pennsylvania,Furniture,Tables,853.092,6,0.4,-227.4912,85.4
Consumer,California,Office Supplies,Storage,892.35,5,0,267.705,85.38
Home Office,Texas,Furniture,Chairs,981.372,2,0.3,-140.196,85.32
Corporate,Idaho,Furniture,Tables,696.42,2,0,160.1766,85.22
Consumer,Pennsylvania,Furniture,Chairs,844.116,6,0.3,-36.1764,84.93
Corporate,Wisconsin,Furniture,Chairs,1526.56,7,0,427.4368,84.87
Home Office,Washington,Furniture,Tables,521.96,2,0,88.7332,84.78
Consumer,Texas,Furniture,Tables,517.405,5,0.3,-81.3065,84.78
Corporate,Pennsylvania,Technology,Phones,677.58,5,0.4,-158.102,84.57
Corporate,Tennessee,Furniture,Chairs,643.136,4,0.2,56.2744,84.5
Corporate,Alabama,Office Supplies,Supplies,477.24,4,0,9.5448,84.49
Consumer,California,Technology,Phones,783.96,5,0.2,68.5965,84.48
Home Office,California,Technology,Machines,3357.6,3,0.2,377.73,84.36
Home Office,Ohio,Office Supplies,Storage,848.544,4,0.2,-21.2136,84.32
Consumer,California,Technology,Phones,911.424,4,0.2,68.3568,84.28
Consumer,Washington,Technology,Accessories,899.91,9,0,377.9622,84.15
Consumer,Arizona,Technology,Accessories,1023.936,8,0.2,179.1888,83.9
Corporate,Texas,Technology,Phones,381.576,3,0.2,28.6182,83.87
Consumer,Texas,Technology,Accessories,319.968,4,0.2,95.9904,83.87
Home Office,Georgia,Office Supplies,Storage,1267.65,9,0,152.118,83.67
Consumer,Kentucky,Furniture,Furnishings,821.88,6,0,213.6888,83.56
Consumer,California,Technology,Accessories,248.85,5,0,27.3735,83.43
